@relation tweets

@attribute text string
@attribute ' class' {no,yes}

@data
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'RT @MicroteatroVzla  La fiesta del teatro a penas comienza!, te esperamos en los espacios del @UrbanCuple ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',no
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',no
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'Hoy comienza la 8va  Temporada de @MicroteatroVzla y la 2da  Temporada de #microteatroinfantil entradas a la venta en @TICKETMUNDO',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',yes
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',no
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',yes
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',yes
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',yes
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',no
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',no
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',yes
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',yes
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',no
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',yes
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',yes
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',no
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',yes
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',no
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',yes
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',no
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',no
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',no
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',yes
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',no
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',no
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',no
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',yes
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',no
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',yes
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
'BUDÚ Y SU NOCHE SIN CENSURA más atrevido que nunca, todos los JUEVES 8pm entradas en @TICKETMUNDO y taquillas  ',no
'EL SUEÑO DE ALICIA EN EL PAÍS DE LAS MARAVILLAS está aquí SÁBADOS Y DOMINGOS 04 30pm entradas @TICKETMUNDO ',no
'ABRAKADABRA para difrutar junto a toda la familia los SÁBADOS Y DOMINGOS a las 03 30pm entradas en @TICKETMUNDO ',yes
'Celebramos 5 años en cartelera, RELATOS BORRACHOS con nuevo elenco, ven a disfrutarla, entradas en @TICKETMUNDO ',yes
'Recuerda que estamos ubicados en el CCCT, Nivel C2  Dentro del Centro de Convenciones Espacios Urban Cuplé  Nuestro teléfono  (0212)3123838',yes
'Puedes unirte a nuestra comunidad en facebook a través de nuestra Fan Page aquí   ',yes
'HASTA EL ÚLTIMO TRAGO de JUEVES A SÁBADOS a las 8pm DOMINGOS a las 7pm entradas en @TICKETMUNDO y taquillas  ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',no
'Las entradas para disfrutar toda nuestra programación están aquí   arma tu plan y vente    ',yes
'[CCS] Visita Teatro @UrbanCuple del CCCT, entra a  y compra todas tus entradas desde casa  ) ',yes
'8va  Temporada Microteatro Venezuela del 04 al 28 de agosto en Espacios @UrbanCuple entradas ya en @TICKETMUNDO ',yes
'[CCS] RELATOS PERROS dirección @Dairos en Teatro @UrbanCuple VIE/SÁB7pm DOM6pm entradas @TICKETMUNDO y taquillas  ',yes
'[CCS] TABÚ con @chikydivaccs en Teatro @UrbanCuple VIE/SÁB8pm DOM7pm entradas en @TICKETMUNDO y taquillas  ',yes
'[CCS] HASTA EL ÚLTIMO TRAGO @AlbertaCenteno @mariufavaro @andre_alvarez31 Teatro @UrbanCuple JUE SÁB8pm DOM7pm ',no
'[CCS] RELATOS BORRACHOS @VirginiaUrdanet @rysoto y @Grecia_Augusta Teatro @UrbanCuple VIE/SÁB9pm DOM8pm @TICKETMUNDO ',yes
